Digital Engagement Score,Use of Technology,Fraud Detection Efficiency,Comfort_score
75.16,2,43.730742,3
19.17,0,58.57005800000001,2
30.89,2,49.99913600000001,2
70.10000000000001,1,62.065905,3
100.79,0,68.84814800000001,3
85.77,0,43.16013,1
17.58,0,40.167694,0
97.81,0,79.760892,3
55.49,0,87.232508,3
95.22,0,8.95759,1
25.01,1,1.107414,0
89.78,1,94.01280000000001,3
79.86,1,54.2087,3
23.25,0,39.85443,0
70.47999999999999,1,66.72512,3
16.35,0,89.638337,2
86.02,2,51.896299,3
78.51,0,59.86900000000001,3
82.33,1,2.791326,1
13.48,1,70.627116,2
65.56,2,53.260671,3
54.16,0,33.866724,0
19.57,1,46.162494,2
81.86,2,8.837852,1
42.55,2,87.824975,2
83.72,1,58.07903999999999,3
16.71,2,57.32851199999999,2
3.94,0,40.194,0
99.45,0,61.9938,3
63.59,1,2.402179,1
69.77000000000001,0,15.513641,1
54.95999999999999,1,18.28505,1
30.49,2,9.935016000000001,0
9.59,1,70.04437,2
16.62,1,58.08930599999999,2
58.52,0,12.07115,1
92.12,0,19.990487,1
16.69,1,13.21032,0
31.87,0,62.050274,2
101.05,1,15.740256,1
86.36,2,6.164715999999999,1
44.55,2,36.861102,0
44.46,1,60.33455999999999,2
95.97,0,1.632384,1
89.53,0,80.38718999999999,3
55.52,1,15.065688,1
62.24,0,44.197218,1
7.26,1,2.484528,0
37.2,1,21.6282,0
90.94,2,42.80835,3
27.5,1,58.10004,2
95.45,2,81.0678,3
18.17,2,13.517243,0
19.47,2,2.82528,0
42.62,1,58.235174,2
17.89,0,69.75654200000001,2
89.66,2,6.202427,1
58.5,0,21.17934,1
89.99,1,30.173954,1
66.78999999999999,0,63.16829,3
87.87,0,80.794118,3
22.06,0,2.18127,0
11.14,2,19.362915,0
43.36,2,50.685543,2
92.91,2,78.557952,3
42.71,0,48.11094600000001,0
80.96000000000001,2,19.404357,1
28.4,0,78.11464500000001,2
95.85000000000001,1,48.67049599999999,1
82.92,2,16.87029,1
44.96,1,88.763346,2
85.23,0,70.427158,3
79.19,1,23.028672,1
57.38,1,63.96852000000001,3
51.17,2,57.10518,3
83.19000000000001,1,19.129635,1
14.81,1,40.17637800000001,0
64.78999999999999,2,45.198418,3
99.89,1,79.134837,3
8.77,1,35.62744499999999,0
63.62,1,77.88167399999999,3
33.59,2,28.232847,0
52.84,2,58.89335199999999,3
23.15,2,22.637736,0
91.14,2,54.22596000000001,3
32.63,0,3.690867,0
66.67999999999999,2,8.450784,1
50.70999999999999,2,39.466792,0
58.16,2,45.387919,3
11.09,0,6.044277999999999,0
74.61999999999999,2,32.33628,1
83.52000000000001,0,91.1679,3
5.58,0,10.367076,0
91.58,0,71.705676,3
77.48,1,49.62011,3
11.04,0,75.346284,2
48.8,1,17.381416,0
14.3,1,74.229891,2
31.69,1,49.395595,2
21.08,2,3.33324,0
80.28,2,60.41568,3
63.86,2,77.017276,3
21.96,1,62.11284000000001,2
100.13,2,19.47495,1
93.91,2,38.579748,1
90.6,1,0.435169,1
96.63,1,6.806800000000001,1
100.04,2,9.953676000000002,1
100.43,0,5.986349000000001,1
58.88,2,71.981595,3
90.85,2,1.221506,1
86.15,1,2.308714,1
49.18000000000001,2,9.056655000000001,0
5.220000000000001,2,63.68934,2
27.85,2,91.08702000000001,2
37.65,0,97.149633,2
75.14,2,72.68469,3
33.73,2,19.784604,0
23.1,0,5.896980000000001,0
18.83,1,2.486484,0
86.05,2,55.367352,3
47.61,2,51.357369,3
58.21,1,93.341019,3
72.34,1,70.97426,3
102.07,1,18.137142,1
50.65,2,51.08499,3
30.95,1,75.0222,2
9.3,2,42.342468,0
17.34,1,58.32554,2
83.11999999999999,1,16.41234,1
19.58,2,16.577694,0
55.17,2,12.447468,1
53.76,2,44.258956,3
16.31,2,75.001116,2
102.21,1,71.875056,3
94.42,2,61.52283000000001,3
26.29,2,48.11427,2
32.76,0,84.38163,2
102.0,1,38.79324,1
54.15,2,66.500724,3
29.54,2,44.519322,0
49.52,0,35.278078,0
69.81,2,72.32014099999999,3
25.37,1,74.499876,2
8.14,0,16.822652,0
82.63,0,55.491212,3
80.76,1,27.387178,1
64.74,0,58.020495,3
32.44,0,10.161612,0
10.85,2,53.279305,2
57.58,1,78.778752,3
28.18,0,36.45402000000001,0
35.52,2,3.789051000000001,0
31.08,0,62.29182900000001,2
50.89,1,24.123729,1
7.75,2,82.06188399999999,2
68.75,0,54.701508,3
30.24,0,65.349108,2
63.98999999999999,2,18.84411,1
68.68,0,90.418454,3
14.71,0,70.114958,2
81.3,0,83.797536,3
39.82,2,72.612603,2
60.9,0,4.570382,1
49.75,1,77.325832,2
29.95,1,70.533088,2
99.86,2,7.447855999999999,1
74.0,0,84.56344000000001,3
33.88,0,23.746206,0
71.96000000000001,0,33.765148,1
67.86,2,55.276695,3
78.13000000000001,1,87.08749,3
14.54,0,73.79228499999999,2
3.7,1,3.430932,0
78.31,2,27.983143,1
27.96,2,72.9428,2
34.6,2,43.88287,0
61.61,1,75.346404,3
81.58999999999999,0,32.689,1
44.11,1,50.312361,2
48.69,2,13.589009,0
48.11,2,10.143728,0
45.08,1,34.292984,0
23.89,1,24.128901,0
13.8,0,1.665552,0
6.55,0,69.128558,2
95.5,0,8.934795000000001,1
10.48,1,4.017776,0
49.06999999999999,0,78.513022,2
95.51,1,40.406544,1
95.01,2,18.898614,1
42.05,1,33.718146,0
62.94,2,62.20692000000001,3
33.27,0,93.76143,2
39.12,2,54.056808,2
15.84,2,32.8692,0
97.13,0,37.971204,1
66.52000000000001,2,18.60096,1
22.93,0,65.863616,2
22.37,0,44.4846,0
72.72,0,48.108288,3
12.57,0,15.1884,0
81.82000000000001,1,6.500875,1
63.86,1,7.921935,1
56.96,0,23.966324,0
14.69,2,0.512304,0
21.44,0,39.947481,0
66.65,1,82.242945,3
102.31,2,49.94825,3
4.83,0,75.155283,2
56.3,2,78.842049,3
41.81,2,35.93205,0
88.58,2,74.142695,3
99.4,1,69.737196,3
79.63,2,51.989861,3
56.81,2,2.644077,1
99.56,0,29.234408,1
57.03,0,81.5631,3
86.66000000000001,0,31.592766,1
3.1,0,66.566556,2
67.59,1,77.327376,3
54.98,1,81.827154,2
58.47,2,28.661376,1
73.91,2,69.32495899999999,3
69.27,2,24.403704,1
81.81,2,5.781472,1
23.25,1,34.577136,0
14.16,1,6.306775,0
38.51,2,44.25597,0
100.21,0,17.2557,1
69.74,1,63.92040799999999,3
6.85,0,47.710302,0
92.76,2,90.37603999999999,3
46.84,0,71.343007,2
67.25,1,32.734668,1
52.76000000000001,1,56.99834,2
101.19,2,22.519458,1
58.64,0,17.759226,1
96.64,0,9.202720000000001,1
83.66,0,85.092042,3
56.88,2,59.23780000000001,3
100.21,2,15.097434,1
30.32,2,54.99735500000001,2
47.69,0,61.37519999999999,2
54.85,1,40.41087,1
42.22000000000001,2,15.3221,0
50.26,0,90.655715,2
25.64,2,89.747199,2
68.06,2,82.33611,3
54.85,0,61.87785199999999,3
4.94,2,69.96387599999998,2
12.26,1,50.06109000000001,2
10.77,0,69.889778,2
45.28,0,32.5038,0
27.35,2,66.612368,2
47.68,2,39.827687,0
9.76,1,70.153784,2
47.74,2,68.38162,2
78.16999999999999,0,56.57498,3
83.00999999999999,1,74.15779,3
11.31,0,44.50723,0
83.92,1,8.854338000000002,1
25.71,2,43.897308,0
86.62,0,3.12192,1
94.97,2,39.560955,1
50.79000000000001,2,17.433362,0
21.33,2,72.58082999999999,2
24.86,0,44.797424,0
34.64,2,29.371982,0
56.55,0,37.41726300000001,0
72.41,1,68.35802,3
90.72,2,25.124892,1
67.36,1,81.125608,3
98.14999999999999,1,58.04887000000001,3
17.88,1,58.587344,2
71.41,1,47.68924,1
82.69,0,35.6868,1
43.68,1,6.532249999999999,0
63.24,1,51.674876,3
76.93,2,68.798872,3
62.84999999999999,2,6.60168,1
83.34,1,75.63074999999999,3
63.58000000000001,1,69.896912,3
48.92,1,53.65673699999999,2
11.19,1,44.464596,2
19.09,1,19.63499,0
53.83,0,9.758602999999999,0
59.67,2,22.616328,1
22.17,0,53.73387,2
84.22000000000001,2,10.103756,1
86.85,1,83.76128399999999,3
62.38,0,82.70724,3
29.65,0,52.944896,2
38.02999999999999,0,81.87538500000001,2
85.85000000000001,0,64.809387,3
58.35,0,23.78687,1
27.9,2,32.18505,0
52.97,2,31.561688,0
11.37,0,3.708774,0
77.0,0,57.46378,3
32.77,2,23.61388699999999,0
31.78,0,3.464235,0
76.68,0,10.790208,1
10.98,2,3.701386000000001,0
29.45,1,67.22925300000001,2
49.11,0,16.549038,0
16.01,0,45.290875,0
75.16000000000001,2,61.577982,3
17.6,1,6.410399999999999,0
34.76,2,69.31788,2
52.56,0,31.283316,0
13.94,1,19.83659,0
6.140000000000001,0,51.02063699999999,2
68.09,0,37.81211499999999,1
100.49,2,23.57178,1
26.5,2,39.67968999999999,0
5.38,1,47.978704,2
60.0,2,60.87131399999999,3
5.84,2,63.108584,2
87.42999999999999,2,20.73687,1
34.34999999999999,0,86.226472,2
99.19000000000001,0,96.46620800000001,3
70.21,2,18.110983,1
74.86,0,79.470092,3
36.8,2,43.86408,0
18.52,0,2.649013,0
48.58000000000001,0,7.408015999999999,0
82.0,2,72.6271,3
7.9,1,14.38848,0
75.25,0,28.715368,1
7.949999999999999,0,79.76904,2
49.5,1,1.974208,1
71.38,1,26.343576,1
25.21,0,53.995662,2
36.02,1,38.547641,0
21.5,1,67.25758,2
59.43,1,26.279304,1
93.47999999999999,1,34.632,1
38.03,0,95.35112900000001,2
29.63,0,76.64206199999998,2
46.91999999999999,2,41.705088,0
63.64,0,54.559832,3
68.53999999999999,0,56.842038,3
60.96,0,56.0634,3
62.86,0,68.874828,3
69.33999999999999,1,8.977885,1
71.39,2,74.75142299999999,3
54.83,0,50.017842,3
65.26,0,15.3539,1
83.78999999999999,2,33.911985,1
54.11,2,79.73483999999999,3
5.09,0,6.823695,0
63.84,0,42.57018,1
66.2,1,16.462894,1
16.23,2,3.570696,0
46.0,2,6.585599999999999,0
79.46000000000001,2,60.421207,3
50.36,2,57.798198,3
48.43,2,28.51416,0
13.86,0,20.212322,0
88.03999999999999,0,91.139442,3
92.42999999999999,2,13.539066,1
75.41,1,4.347745,1
75.05,1,45.488821,1
39.02999999999999,2,46.417775,2
95.65,2,38.40441300000001,1
79.69999999999999,0,46.82436799999999,3
71.5,2,23.871125,1
79.16000000000001,1,43.78846000000001,1
36.85,1,15.977216,0
86.16,2,19.483464,1
68.08,1,39.187142,1
45.63,1,16.92498,0
82.50999999999999,2,81.62387999999999,3
9.65,2,36.88318,0
66.23,0,73.469775,3
9.34,2,29.88732,0
92.22,1,58.586298,3
81.59,2,9.86139,1
35.94,0,10.302372,0
40.63,2,17.430072,0
81.98,2,36.541296,1
77.97999999999999,1,59.257248,3
98.55,2,7.751208,1
14.76,2,34.41876799999999,0
28.18,1,61.37451099999999,2
48.07000000000001,1,35.55633,0
47.76,0,12.592656,0
100.37,2,82.97382000000002,3
79.91,2,34.75752000000001,1
77.03,0,46.460208,3
38.95,2,40.50654599999999,0
87.97,1,19.660788,1
45.89,2,15.016409,0
20.11,1,34.882344,0
62.49,2,23.54895,1
15.7,2,26.643848,0
44.53,2,58.95079199999999,2
7.65,2,74.349492,2
37.85,1,34.17918,0
9.77,2,3.207105,0
70.03,1,68.009973,3
73.65,1,15.78951,1
57.45,1,2.922423,1
59.93,0,13.202286,1
20.58,0,30.07584,0
38.73,2,30.18302,0
7.46,2,46.78818099999999,2
22.54,0,57.42548599999999,2
12.47,2,70.37619000000001,2
47.39,2,33.161592,0
18.75,1,65.5222,2
66.64,1,54.47394,3
54.13,0,0.541695,0
75.19,2,39.286168,1
51.81,2,30.70984,0
60.39,2,72.253379,3
101.3,1,63.91438000000001,3
45.02,0,60.64574400000001,2
8.51,1,44.1792,2
35.0,2,70.2982,2
58.09,2,94.07361800000001,3
70.53,2,46.578804,3
93.59,0,80.253978,3
24.48,2,31.424372,0
46.96,2,37.089696,0
17.37,0,12.23664,0
10.37,1,41.51808,2
69.23,1,74.440128,3
50.89,1,54.975121,2
89.89999999999999,1,34.73558999999999,1
72.91000000000001,1,30.54058,1
57.73,2,18.577944,1
42.47,1,19.766541,0
41.64,2,20.882758,0
53.27,0,47.641344,0
59.79,1,65.666552,3
67.49,1,41.03959,1
23.54,1,6.45321,0
70.00999999999999,2,64.595118,3
86.84,0,87.79629899999998,3
79.01,0,45.316521,3
58.93,2,84.22056,3
80.65,2,4.510158000000001,1
97.24,1,16.626168,1
30.79,1,57.92230799999999,2
47.92,0,72.470408,2
87.5,2,39.156448,1
83.83,2,50.212554,3
78.96000000000001,2,18.389043,1
37.3,1,72.491299,2
89.89999999999999,1,71.133218,3
99.42,1,10.718604,1
31.62,2,36.474248,0
96.82000000000001,2,64.252892,3
97.34,2,6.48072,1
8.75,1,40.275298,0
75.34,0,70.346124,3
34.96,0,8.160451,0
5.58,2,30.819096,0
8.91,2,68.57798600000001,2
72.61,2,88.193616,3
81.77,2,44.18076,3
34.47,2,15.69945,0
30.98,0,86.37064199999999,2
88.89,1,19.095793,1
22.35,2,0.120276,0
57.79,0,44.706038,3
77.91,2,69.053912,3
28.09,2,49.3126,2
12.06,0,40.586436,0
12.97,1,17.910221,0
56.57,2,63.62577899999999,3
96.36,1,90.397356,3
56.7,2,53.142357,3
65.46,1,25.570314,1
52.68,2,20.948304,0
12.14,2,87.346294,2
4.99,0,29.00676,0
9.55,0,44.519046,0
10.61,0,6.015438000000001,0
9.69,1,81.232875,2
42.74,1,44.434692,2
10.29,1,9.169636,0
70.08,0,47.72051999999999,3
18.99,0,74.9825,2
77.47,0,36.395433,1
23.93,1,75.004128,2
53.16,1,5.936112,1
74.19999999999999,1,0.594518,1
98.83,1,91.57246800000001,3
10.7,2,1.333908,0
63.71,2,44.525125,3
59.59,2,17.16416,1
21.79,1,56.48394499999999,2
73.24,2,3.3582,1
27.79,2,73.945971,2
64.76,2,53.988951,3
76.41,0,87.03833800000001,3
75.88,1,48.19497399999999,1
91.58,0,49.20902999999999,3
14.02,1,59.10552,2
64.57000000000001,1,47.204367,1
74.97,2,20.58609,1
44.95,2,17.166069,0
74.07000000000001,0,21.78878,1
24.31,1,28.46455,0
9.83,2,75.411069,2
59.62,1,66.72025,3
2.81,0,52.302796,2
87.83000000000001,2,77.618748,3
33.93,1,84.286904,2
86.04,1,71.007994,3
44.77,0,75.01032000000001,2
25.4,2,22.802848,0
37.76000000000001,0,20.459166,0
62.82,2,68.836335,3
88.66,1,19.860444,1
42.66,1,83.160715,2
75.96,0,73.03493999999999,3
98.52999999999999,2,92.701206,3
10.25,1,79.750368,2
26.61,0,59.314749,2
24.19,0,80.54230799999999,2
7.19,1,5.181772,0
65.0,0,83.10821699999998,3
91.47,2,52.195182,3
83.44999999999999,1,20.250265,1
62.23,0,68.60907200000001,3
76.58,0,98.334216,3
58.93,2,70.040726,3
88.69,2,78.15258,3
66.76,0,38.48748800000001,1
79.63999999999999,2,34.64280599999999,1
74.80000000000001,2,81.94413399999999,3
4.83,2,67.86897,2
50.89,2,51.28032,3
34.21,1,49.094416,2
46.33,2,33.137262,0
48.09,2,34.311013,0
90.86,0,4.703460000000001,1
62.99,1,4.715544,1
93.25,0,35.61785999999999,1
90.39999999999999,1,42.648723,1
42.87,2,58.55470999999999,2
36.34,2,97.791297,2
19.01,1,30.49596,0
2.1,2,52.289024,2
64.97999999999999,2,4.631844,1
69.99,2,5.289822,1
10.74,0,68.41837199999999,2
88.80000000000001,0,67.05733099999999,3
52.44,2,68.69315700000001,3
95.19,0,55.01794200000001,3
71.53,2,92.218938,3
14.34,2,27.901447,0
98.55,2,60.93492000000001,3
72.52000000000001,2,70.56614400000001,3
72.75,2,3.426885,1
70.67999999999999,2,54.577041,3
99.24,1,15.603571,1
94.92,2,79.54056,3
50.52,2,4.182786,0
45.33,1,3.741576,0
95.81,0,23.14204,1
16.98,1,15.278004,0
103.0,0,31.050096,1
59.12,2,22.36372799999999,1
12.05,1,43.66281800000001,2
11.5,1,40.911745,0
95.28,1,56.569344,3
27.88,1,34.795299,0
89.10000000000001,0,79.674232,3
73.78,1,46.16665200000001,1
5.61,1,7.06398,0
44.29,1,9.057066,0
4.07,2,69.27028100000001,2
28.84,1,58.12873,2
61.47,2,47.993337,3
65.64999999999999,1,36.740946,1
102.47,0,55.282083,3
78.58,1,78.453062,3
20.62,2,69.337127,2
15.0,0,84.266996,2
1.78,0,39.279177,0
73.94,1,56.52741500000001,3
56.21,1,8.889075,1
23.15,2,78.143681,2
25.33,0,8.723142,0
3.95,0,59.544342,2
11.32,0,69.33033,2
4.07,1,9.032224,0
95.48,1,34.815806,1
89.09,2,73.91747,3
94.05,1,57.14833700000001,3
9.14,0,89.05824000000001,2
86.14,2,81.324155,3
14.94,0,51.203949,2
86.67999999999999,0,47.721768,3
65.08,2,8.454789,1
74.7,2,20.69338,1
79.81,0,59.02875,3
94.35,1,66.40852699999999,3
79.67,1,28.17958,1
4.82,2,50.341448,2
41.17,0,35.827542,0
19.6,1,80.155848,2
36.8,1,87.3724,2
16.45,2,57.349008,2
75.42,1,31.279695,1
88.63,1,74.007068,3
76.77,2,36.24560200000001,1
3.19,0,36.64167,0
11.38,0,70.686891,2
16.72,1,26.349257,0
40.39,2,34.514438,0
99.91,0,73.18045699999999,3
101.56,1,21.002928,1
18.67,1,37.654614,0
23.99,2,19.328948,0
9.43,2,22.018682,0
47.05,2,26.97348000000001,0
27.22,2,67.13959000000001,2
36.22,0,45.242252,0
92.32000000000001,2,60.52827,3
69.50999999999999,1,75.73731500000001,3
79.44,1,40.96306200000001,1
34.48999999999999,1,8.881884000000001,0
71.73,0,8.226024,1
60.9,2,35.054132,1
26.2,2,20.82011,0
12.3,2,7.849725000000001,0
43.53,2,84.325488,2
94.66,0,80.160652,3
89.78999999999999,1,77.040804,3
28.99,1,52.2288,2
44.59,2,9.463833000000001,0
57.08000000000001,0,23.89400400000001,0
23.52,0,56.457752,2
21.86,1,51.89679,2
5.73,1,17.54837,0
70.61,0,59.876091,3
41.37,2,88.40588399999999,2
36.05,0,4.425139000000001,0
13.22,1,70.02108,2
73.52,0,72.08999999999999,3
37.8,2,76.680693,2
62.57,0,42.04652,1
69.89,2,1.303799,1
69.68,2,26.375384,1
63.54000000000001,1,81.831048,3
19.13,1,32.945508,0
96.32,2,21.31858,1
101.02,1,53.171088,3
64.01,1,34.36773600000001,1
96.27,2,8.559348,1
31.97,1,24.057704,0
60.55,0,80.095488,3
66.86,1,46.67808599999999,1
42.85,2,79.475148,2
98.22,1,0.115976,1
59.43,2,95.75559000000001,3
19.15,0,2.21536,0
10.54,1,47.84118600000001,2
8.34,0,7.71345,0
8.89,1,23.645908,0
48.5,2,0.09039,0
68.23,2,71.872974,3
11.74,1,38.601298,0
4.22,0,0.42495,0
19.83,0,79.56729,2
30.47,1,84.23542800000001,2
4.38,1,48.18882000000001,2
21.63,0,17.122229,0
19.17,2,55.49186399999999,2
56.72,0,62.952992,3
15.02,1,59.155936,2
82.87,0,63.980202,3
44.26,0,27.77147,0
12.69,1,33.41387399999999,0
24.89,2,32.978987,0
78.82,0,50.508335,3
99.08000000000001,1,53.602875,3
10.25,1,73.664343,2
45.87,0,39.9226,0
76.64,2,9.438696,1
62.5,1,23.957811,1
85.48,0,79.113652,3
28.46,0,73.840899,2
63.1,2,42.265861,3
65.15,2,14.134575,1
79.17,2,9.226095,1
16.44,1,30.63614400000001,0
15.25,1,3.89367,0
94.57,0,97.377168,3
91.71000000000001,2,81.538685,3
72.58,1,25.036128,1
32.45,1,16.714855,0
59.89,2,29.829168,1
12.29,0,79.22748,2
77.5,2,66.85597000000001,3
98.31,1,45.31774900000001,1
74.39,1,23.892225,1
45.61,1,20.71638,0
62.17,1,81.93684000000002,3
101.38,2,23.51733,1
27.97,0,15.221619,0
36.37,2,69.274196,2
10.11,0,17.886657,0
1.88,1,67.51352299999999,2
53.0,2,17.605775,0
12.8,1,28.980064,0
36.89,1,5.08862,0
54.2,1,7.10919,1
79.79,0,11.409384,1
96.74,1,7.230186,1
18.11,2,80.34710399999999,2
34.08,2,46.169088,2
29.18,1,16.674476,0
75.77000000000001,0,10.252326,1
58.76000000000001,0,28.631853,1
84.84,2,41.928925,3
54.71,0,27.571727,0
94.96000000000001,1,52.300825,3
58.67,0,47.173644,3
25.64,2,50.59859399999999,2
47.98,2,56.036794,3
57.92,2,89.49453199999999,3
45.89,0,57.0975,2
61.04,2,1.958484,1
12.84,0,86.370291,2
17.51,1,16.713599,0
71.71000000000001,2,35.071057,1
47.73,1,5.71064,0
38.13,2,59.30904,2
30.21,0,43.793708,0
14.87,2,35.435225,0
32.6,1,35.435076,0
17.81,2,2.568738,0
48.02999999999999,2,39.10202999999999,0
20.49,0,33.04555,0
24.62,2,73.986885,2
74.84,1,60.54930300000001,3
94.33999999999999,0,21.667814,1
78.71000000000001,0,79.724928,3
52.79,1,53.560982,2
17.09,2,74.915595,2
99.75,1,47.27500800000001,1
24.18,0,84.247272,2
33.55,2,28.08848,0
97.03,2,35.038991,1
34.6,0,39.6868,0
54.52,1,49.977036,2
94.50999999999999,1,15.588825,1
41.62,2,15.79305,0
35.07,0,34.913109,0
86.86999999999999,2,34.433628,1
50.7,2,61.76808,3
18.2,0,41.980642,0
90.01,2,58.875168,3
83.1,0,44.31964900000001,1
22.58,1,78.13416,2
24.58,2,62.695853,2
21.51,2,94.474044,2
56.47,0,26.656278,0
59.14,2,15.772983,1
64.49,1,75.295899,3
77.14,1,61.922083,3
101.79,2,55.33835999999999,3
60.34,2,44.19042,3
90.31,2,29.246022,1
43.35,1,83.996628,2
80.73,0,78.13272,3
34.9,1,45.147564,2
67.6,1,70.76598000000001,3
59.04,0,8.359164,1
30.24,1,76.977571,2
43.79,1,71.032005,2
96.05,0,81.51310500000001,3
90.97,2,96.766488,3
96.91,2,43.56784800000001,3
66.98,2,44.58678,3
36.3,1,73.089044,2
43.18,2,39.36086,0
58.11,1,63.41269199999999,3
81.94,2,46.985948,3
16.15,0,7.140888,0
80.29,0,62.694136,3
85.14999999999999,0,55.28767199999999,3
41.64,2,90.29904,2
75.49,0,42.83154,1
76.71000000000001,2,73.58917500000001,3
84.25,1,81.338166,3
50.5,2,90.3471,3
29.41,1,16.291198,0
16.36,0,5.89655,0
49.98,0,71.56097799999999,2
5.5,2,58.550712,2
75.8,0,2.892825,1
90.80999999999999,0,35.49375,1
90.52,1,18.6786,1
21.12,0,15.553125,0
54.28,2,34.002816,1
62.68,1,70.99715400000001,3
28.58,1,29.469967,0
72.03999999999999,1,18.267018,1
88.19,1,39.716313,1
85.07,0,20.025972,1
77.47,2,26.841198,1
38.52,2,86.172193,2
87.19,2,19.209728,1
22.65,0,12.945884,0
96.38,2,68.24361200000001,3
54.06,2,47.857163,3
12.06,2,26.58684,0
13.97,1,36.65957400000001,0
56.63,0,1.941898,0
14.59,0,29.068504,0
9.73,1,74.90547,2
23.97,0,10.30635,0
82.11999999999999,2,47.868795,3
96.99,2,8.62356,1
34.89,0,52.58922,2
16.5,0,49.555314,2
14.05,1,29.065764,0
56.8,2,82.09506800000001,3
84.36,1,65.3464,3
88.75999999999999,2,58.06599900000001,3
28.49,0,80.248024,2
6.699999999999999,0,66.33984000000001,2
75.05999999999999,1,62.098745,3
84.28999999999999,2,29.911716,1
36.71,2,26.35657,0
19.36,1,59.455614,2
28.79,2,83.759079,2
99.83,1,63.87444000000001,3
92.86,0,20.371472,1
81.38000000000001,2,44.235495,3
43.36,1,2.403978,0
29.89,2,6.547662,0
100.55,2,95.83344,3
36.22,0,11.518232,0
17.0,1,36.683781,0
66.57,0,85.341975,3
79.55,1,23.648301,1
28.59,1,76.585193,2
17.66,0,74.944412,2
36.39,2,49.088875,2
99.2,1,0.3708399999999999,1
12.81,0,48.330953,0
90.0,0,70.228709,3
88.39,0,2.40933,1
52.85,1,47.05958,2
29.83,2,1.28864,0
25.9,1,46.20728,2
28.67,0,13.95856,0
73.91,2,68.83042499999999,3
31.07,0,53.321135,2
56.79,0,38.39654,0
53.7,0,21.028902,0
76.94,0,83.25664,3
57.17,0,24.51144,0
40.87,2,38.82718,0
76.76,0,19.989672,1
12.53,1,42.275988,2
6.96,0,61.798968,2
83.87,0,37.82373,1
83.48,0,76.165472,3
92.67,0,8.82525,1
84.56,0,46.95134299999999,3
51.88,0,49.305828,0
91.16,2,79.05292000000001,3
52.06,0,8.274045,0
34.39,0,13.797336,0
3.06,2,2.987725,0
14.92,2,87.546888,2
12.79,0,83.723898,2
93.47999999999999,0,68.060976,3
52.11,0,70.65567,2
60.4,0,31.489614,1
80.82000000000001,0,85.240373,3
37.69,2,52.115217,2
3.24,0,82.306602,2
17.98,0,11.788568,0
74.87,0,15.661184,1
31.19,1,50.861839,2
21.31,0,67.687641,2
10.13,1,7.554780000000001,0
17.33,1,54.75932,2
23.33,1,10.466959,0
68.92999999999999,1,76.799763,3
14.43,1,81.07070399999999,2
22.37,2,95.66171999999999,2
70.39999999999999,0,57.49551599999999,3
27.12,1,89.2815,2
32.37,2,11.54187,0
20.59,1,58.43298499999999,2
75.5,0,47.50246,3
51.85,1,21.773838,1
67.02999999999999,0,89.474216,3
31.56,2,85.027968,2
4.91,0,76.081674,2
100.22,0,49.280218,3
60.82,0,84.873082,3
46.24,2,11.22816,0
8.05,0,65.411646,2
45.54,2,19.198279,0
55.76000000000001,2,41.24230799999999,3
99.21,1,28.264608,1
28.05,0,45.89013000000001,0
15.07,2,37.650874,0
78.73,1,57.1835,3
74.38,2,69.55806,3
99.39,2,15.603525,1
5.49,1,21.079448,0
46.64,2,76.56903,2
87.61000000000001,1,36.15310299999999,1
92.05999999999999,2,84.43417799999999,3
6.88,0,87.33245500000001,2
87.38,2,32.608528,1
1.98,2,54.02482800000001,2
79.0,0,60.29938,3
24.5,0,86.502096,2
99.21000000000001,1,94.64316,3
17.58,0,50.713179,2
58.13,0,60.156921,3
99.45,1,96.035265,3
74.74,1,61.69322500000001,3
26.37,2,47.65348,2
10.99,2,34.48141200000001,0
28.94,2,8.097696,0
72.23,1,93.93408,3
85.95,0,86.025814,3
75.34,1,69.965398,3
55.15,1,1.85258,1
52.92,2,14.325732,0
97.17999999999999,2,11.312772,1
39.58,1,3.752463,0
92.1,1,62.35700999999999,3
101.08,1,48.260169,1
36.42,2,5.002800000000001,0
86.25,2,44.20260799999999,3
99.17,1,55.47555000000001,3
2.9,1,13.715295,0
73.38,0,5.967540000000001,1
49.73999999999999,0,21.198308,0
52.27,2,59.90732800000001,3
98.29,1,6.936448,1
95.78,0,16.39092,1
12.61,2,37.792672,0
70.03999999999999,0,35.950992,1
5.220000000000001,1,17.684042,0
37.76,0,85.84842,2
56.54,1,19.007833,1
46.67,2,19.970004,0
91.03999999999999,1,18.542281,1
36.35,0,62.957895,2
47.53,0,52.924768,2
40.06,1,9.979244999999999,0
28.4,1,33.562408,0
21.49,2,42.012338,0
92.77,2,27.593181,1
74.94000000000001,0,30.627744,1
103.13,0,6.163155,1
28.49,2,53.606276,2
94.93,1,26.263182,1
15.27,1,51.70289399999999,2
8.89,1,34.33113599999999,0
79.93,2,72.2985,3
7.279999999999999,0,77.682514,2
50.43,2,76.75914399999999,3
44.25,0,10.914351,0
60.86,0,71.37298799999999,3
77.22,2,37.07949,1
42.94,2,43.25319600000001,0
101.42,2,28.637516,1
56.9,2,0.7784139999999999,1
49.48999999999999,0,77.65212,2
96.86,1,24.82377899999999,1
15.9,0,20.447504,0
55.65,1,61.740295,2
63.34,0,37.05684100000001,1
25.94,2,53.52143299999999,2
50.61,0,35.271604,0
88.91000000000001,2,40.139554,1
7.08,2,58.821902,2
86.63,1,49.381752,3
