premium_rate_max,premium_rate_min,premium_rate_mean,premium_rate_num,coverage_Limits_max,coverage_Limits_min,coverage_Limits_mean,coverage_Limits_num,coverage_Limits_step,premium_rate_step,valuable cargo insurance,open cargo policy,warehouse-to-warehouse cargo insurance,named perils cargo insurance,all-risk cargo insurance,voyage policy
4255.01,1307.77,2564.205,4.0,853958.0,245284.0,568551.0,4.0,152167.5,735.8100000000001,1.0,0.0,0.0,1.0,1.0,0.0
3947.18,1204.25,2575.715,2.0,861464.0,647846.0,754655.0,2.0,106808.0,1370.465,0.0,0.0,0.0,0.0,1.0,1.0
4529.77,1300.32,3210.8920000000003,5.0,560106.0,235189.0,377534.2,5.0,64982.4,644.8900000000001,1.0,0.0,1.0,1.0,1.0,0.0
3887.22,1081.65,2284.2883333333334,6.0,984940.0,161781.0,554939.3333333334,6.0,137192.16666666666,466.59499999999997,0.0,1.0,1.0,0.0,1.0,0.0
4109.5,2160.84,3080.2675,4.0,957056.0,129148.0,444910.75,4.0,206976.0,486.16499999999996,0.0,1.0,1.0,1.0,0.0,1.0
4196.02,4196.02,4196.02,1.0,942673.0,942673.0,942673.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2720.27,1461.27,1895.2925,4.0,854997.0,508752.0,751706.5,4.0,86560.25,313.75,0.0,1.0,0.0,0.0,1.0,0.0
3830.37,2714.43,3272.3999999999996,2.0,527011.0,415064.0,471037.5,2.0,55972.5,556.97,1.0,0.0,0.0,0.0,1.0,0.0
3810.64,2121.82,3114.79,4.0,848329.0,674361.0,760062.75,4.0,43491.0,421.2049999999999,1.0,1.0,1.0,0.0,0.0,0.0
4759.15,1982.66,3133.1216666666664,6.0,510528.0,177040.0,351545.5,6.0,55580.333333333336,461.7483333333333,1.0,1.0,0.0,1.0,0.0,1.0
4022.64,1820.5,2592.9566666666665,3.0,954926.0,239029.0,546016.3333333334,3.0,238631.33333333334,733.0466666666666,0.0,1.0,0.0,1.0,1.0,0.0
4664.07,2347.34,3195.2875,4.0,891429.0,142881.0,668882.5,4.0,187136.0,578.1824999999999,1.0,1.0,1.0,0.0,1.0,0.0
4638.76,3372.96,4057.4833333333336,3.0,577075.0,503986.0,533329.0,3.0,24362.0,420.9333333333334,1.0,1.0,0.0,0.0,1.0,0.0
4223.18,4223.18,4223.18,1.0,275037.0,275037.0,275037.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4523.6,1043.56,2103.1766666666667,6.0,992032.0,345908.0,698486.8333333334,6.0,107686.33333333333,579.0066666666668,1.0,1.0,1.0,1.0,1.0,0.0
3810.0,1131.88,2657.971666666667,6.0,915225.0,145105.0,551504.1666666666,6.0,128352.33333333333,445.3533333333333,1.0,1.0,1.0,0.0,1.0,0.0
4886.06,4560.26,4761.183333333333,3.0,845543.0,608692.0,717140.3333333334,3.0,78949.33333333333,107.60000000000007,0.0,1.0,0.0,0.0,0.0,1.0
4486.65,3039.94,3525.782,5.0,919734.0,493102.0,641693.2,5.0,85325.4,288.3419999999999,0.0,1.0,1.0,1.0,0.0,0.0
4418.89,3243.06,3792.4600000000005,3.0,784148.0,202684.0,540337.0,3.0,193820.33333333334,390.94333333333344,0.0,0.0,1.0,1.0,0.0,1.0
4777.5,4777.5,4777.5,1.0,359029.0,359029.0,359029.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3457.55,1766.57,2343.605,4.0,757709.0,506203.0,688632.5,4.0,62875.5,421.74500000000006,1.0,1.0,0.0,0.0,1.0,1.0
4857.03,1616.11,3875.6375,4.0,971988.0,173013.0,688075.75,4.0,199742.75,809.23,1.0,0.0,1.0,1.0,0.0,0.0
4006.75,3303.14,3653.9233333333336,3.0,827771.0,611507.0,693104.6666666666,3.0,72087.0,233.53666666666672,1.0,0.0,1.0,0.0,0.0,0.0
1280.65,1280.65,1280.65,1.0,368764.0,368764.0,368764.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3385.87,1288.92,2337.395,2.0,680791.0,372595.0,526693.0,2.0,154097.0,1047.475,0.0,1.0,1.0,0.0,0.0,0.0
4481.32,1520.19,3195.1375000000003,4.0,856965.0,424474.0,717408.5,4.0,108121.75,739.2824999999999,0.0,1.0,1.0,0.0,0.0,1.0
4887.66,2289.13,3806.393333333333,6.0,667885.0,101841.0,474510.8333333333,6.0,94339.66666666667,432.0883333333333,1.0,1.0,0.0,1.0,1.0,0.0
4088.39,1578.81,2862.39,5.0,640494.0,126111.0,441653.0,5.0,102875.6,500.916,1.0,1.0,1.0,0.0,1.0,0.0
4795.63,1161.75,2932.5,5.0,932935.0,246946.0,581022.0,5.0,137196.8,725.7760000000001,1.0,0.0,1.0,1.0,0.0,0.0
4737.76,2881.78,4183.871666666667,6.0,590708.0,124189.0,271845.8333333333,6.0,77752.16666666667,308.33,1.0,0.0,1.0,1.0,0.0,1.0
4859.69,1055.38,3019.58,4.0,942509.0,191826.0,544995.0,4.0,187669.75,950.0774999999999,1.0,0.0,1.0,1.0,0.0,1.0
4578.56,1090.91,3027.1850000000004,4.0,953440.0,511397.0,700451.0,4.0,110509.75,870.9125000000001,0.0,1.0,1.0,0.0,1.0,0.0
4273.84,1799.53,3098.258333333333,6.0,890318.0,221650.0,515117.3333333333,6.0,111443.66666666667,411.38500000000005,1.0,0.0,1.0,0.0,1.0,1.0
4858.7,1290.88,3297.066666666666,6.0,802842.0,175862.0,437233.1666666667,6.0,104495.66666666667,593.6366666666667,0.0,1.0,1.0,0.0,1.0,1.0
3805.4,1386.36,2595.88,2.0,774978.0,326935.0,550956.5,2.0,224020.5,1208.52,1.0,0.0,0.0,0.0,0.0,1.0
4109.15,4109.15,4109.15,1.0,526949.0,526949.0,526949.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2392.28,2392.28,2392.28,1.0,921890.0,921890.0,921890.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4254.94,1507.62,2515.5474999999997,4.0,876634.0,321764.0,690712.75,4.0,138716.5,685.8299999999999,1.0,0.0,0.0,1.0,0.0,0.0
1001.47,1001.47,1001.47,1.0,756988.0,756988.0,756988.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4889.79,2665.41,3976.7650000000003,4.0,908905.0,492154.0,706725.5,4.0,104186.75,555.095,0.0,1.0,0.0,0.0,0.0,1.0
3370.58,3020.35,3195.465,2.0,813728.0,158735.0,486231.5,2.0,327495.5,174.115,0.0,0.0,1.0,0.0,0.0,1.0
3917.8,3917.8,3917.8,1.0,694845.0,694845.0,694845.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4792.64,2018.22,2956.61,3.0,895662.0,584019.0,762789.0,3.0,103880.0,923.8066666666667,0.0,1.0,0.0,0.0,0.0,1.0
4875.44,1090.71,3533.4260000000004,5.0,911524.0,237987.0,650368.2,5.0,134706.4,755.9459999999999,1.0,1.0,0.0,0.0,1.0,0.0
4594.58,2190.93,3779.558333333334,6.0,975835.0,301647.0,601307.1666666666,6.0,112363.66666666667,399.60833333333335,1.0,1.0,0.0,1.0,1.0,1.0
3257.25,1469.56,2395.4266666666663,3.0,968241.0,391142.0,691640.6666666666,3.0,192365.33333333334,594.8966666666666,0.0,0.0,1.0,0.0,1.0,0.0
3581.45,2370.69,2976.0699999999997,2.0,804601.0,491221.0,647911.0,2.0,156689.0,604.3799999999999,0.0,1.0,0.0,1.0,0.0,0.0
4072.16,4072.16,4072.16,1.0,209067.0,209067.0,209067.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3204.87,2331.41,2768.14,2.0,951241.0,892662.0,921951.5,2.0,29288.5,435.73,0.0,1.0,0.0,0.0,1.0,0.0
3746.29,3746.29,3746.29,1.0,622429.0,622429.0,622429.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3738.28,1273.04,2693.5066666666667,3.0,956502.0,529669.0,713680.3333333334,3.0,142276.66666666666,820.7466666666668,0.0,0.0,1.0,1.0,0.0,1.0
4464.4,1347.5,3166.3216666666667,6.0,547341.0,161691.0,362501.6666666667,6.0,64274.0,518.4833333333332,1.0,0.0,1.0,1.0,1.0,0.0
4386.45,4386.45,4386.45,1.0,814457.0,814457.0,814457.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4846.33,2940.73,3801.5933333333337,6.0,819696.0,156683.0,463652.5,6.0,110501.16666666667,316.59999999999997,0.0,1.0,1.0,1.0,1.0,1.0
4040.02,2215.17,3110.33,3.0,820267.0,532378.0,707419.3333333334,3.0,95962.0,607.2833333333333,1.0,0.0,0.0,0.0,0.0,1.0
4100.69,1037.78,2361.633333333333,3.0,914706.0,666339.0,760311.3333333334,3.0,82788.0,1019.9699999999998,1.0,0.0,1.0,0.0,0.0,0.0
4699.52,1534.63,2730.9883333333332,6.0,878163.0,220732.0,510994.1666666667,6.0,109570.83333333333,526.4816666666667,0.0,0.0,1.0,0.0,1.0,0.0
4231.14,1797.44,2604.665,4.0,514480.0,378117.0,440734.75,4.0,34089.75,607.4250000000001,1.0,1.0,0.0,0.0,0.0,1.0
4612.42,2927.97,3770.1949999999997,2.0,622739.0,477874.0,550306.5,2.0,72431.5,841.2250000000001,1.0,0.0,0.0,1.0,0.0,0.0
4677.43,2050.12,3363.775,2.0,992046.0,314641.0,653343.5,2.0,338701.5,1312.6550000000002,1.0,0.0,0.0,0.0,0.0,1.0
2988.77,1617.31,2323.0266666666666,3.0,787037.0,149016.0,425739.0,3.0,212672.66666666666,456.15333333333336,1.0,1.0,1.0,0.0,0.0,0.0
4726.27,1283.24,3259.085,4.0,794577.0,276638.0,596183.5,4.0,129483.75,859.7575000000002,0.0,1.0,0.0,1.0,1.0,1.0
3781.12,1962.87,2871.995,2.0,853895.0,439523.0,646709.0,2.0,207185.0,908.125,0.0,1.0,0.0,0.0,1.0,0.0
3945.26,2891.64,3418.45,2.0,969622.0,716758.0,843190.0,2.0,126431.0,525.8100000000002,0.0,0.0,1.0,0.0,0.0,0.0
3534.82,2283.06,2758.8416666666667,6.0,858151.0,260472.0,635665.0,6.0,99612.16666666667,207.6266666666667,1.0,0.0,1.0,1.0,1.0,1.0
4094.5,1524.79,2809.645,2.0,732850.0,395303.0,564076.5,2.0,168772.5,1283.855,0.0,1.0,0.0,0.0,0.0,1.0
2911.16,2911.16,2911.16,1.0,451346.0,451346.0,451346.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3616.53,3616.53,3616.53,1.0,878362.0,878362.0,878362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4704.67,1016.67,2570.04,5.0,976800.0,314665.0,695858.6,5.0,132426.0,736.6,1.0,1.0,0.0,0.0,1.0,1.0
3914.66,1760.28,2931.7059999999997,5.0,981711.0,151723.0,484334.8,5.0,165996.6,429.87600000000003,1.0,0.0,1.0,1.0,1.0,0.0
4001.08,1143.17,2956.8875,4.0,766740.0,173868.0,549507.0,4.0,148217.0,713.4775,0.0,1.0,0.0,1.0,1.0,0.0
4876.15,1816.78,2850.2066666666665,6.0,727114.0,315131.0,573183.1666666666,6.0,68662.83333333333,508.895,0.0,1.0,1.0,0.0,1.0,1.0
2972.12,2972.12,2972.12,1.0,131425.0,131425.0,131425.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2437.86,2437.86,2437.86,1.0,743112.0,743112.0,743112.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3889.38,2204.49,3046.935,2.0,583708.0,188258.0,385983.0,2.0,197724.0,841.4450000000002,0.0,0.0,1.0,0.0,0.0,1.0
4976.81,4976.81,4976.81,1.0,792878.0,792878.0,792878.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4308.79,1338.85,2735.13,4.0,916278.0,632019.0,832288.25,4.0,71063.75,741.485,1.0,1.0,0.0,1.0,0.0,0.0
4841.79,2144.77,3480.4825,4.0,998039.0,107615.0,488806.75,4.0,222605.0,673.255,0.0,0.0,1.0,0.0,0.0,1.0
4334.12,4334.12,4334.12,1.0,112885.0,112885.0,112885.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2324.22,1023.22,1673.7199999999998,2.0,749235.0,662543.0,705889.0,2.0,43345.0,649.4999999999999,0.0,0.0,1.0,0.0,1.0,0.0
4505.79,1002.01,3135.8759999999997,5.0,813078.0,229496.0,541865.4,5.0,116715.4,699.756,1.0,1.0,0.0,0.0,0.0,1.0
4263.0,2248.92,3560.7400000000002,3.0,938734.0,110780.0,416565.3333333333,3.0,275983.6666666667,670.36,1.0,1.0,1.0,0.0,0.0,0.0
4056.33,1162.84,3278.9124999999995,4.0,778270.0,176590.0,493232.25,4.0,150419.0,722.3725000000001,0.0,1.0,0.0,1.0,1.0,1.0
4694.33,1978.32,3214.3774999999996,4.0,871027.0,332154.0,554527.5,4.0,134717.25,678.0025,1.0,1.0,0.0,1.0,0.0,0.0
1829.39,1041.93,1435.66,2.0,437188.0,418829.0,428008.5,2.0,9178.5,392.73,0.0,0.0,0.0,1.0,0.0,1.0
4402.92,1250.12,3252.1616666666664,6.0,962618.0,133304.0,557473.1666666666,6.0,138218.0,524.4666666666666,0.0,0.0,1.0,1.0,1.0,0.0
1672.72,1672.72,1672.72,1.0,448887.0,448887.0,448887.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3746.05,1115.55,2341.2920000000004,5.0,834801.0,201652.0,547010.4,5.0,126628.8,525.1,0.0,1.0,1.0,1.0,1.0,0.0
2735.78,1031.0,1728.15,5.0,976304.0,233416.0,557742.8,5.0,148576.6,339.956,1.0,1.0,0.0,1.0,0.0,1.0
1827.34,1695.45,1761.395,2.0,677231.0,433591.0,555411.0,2.0,121819.0,64.94499999999994,0.0,1.0,1.0,0.0,0.0,0.0
4999.15,1558.31,3112.056666666667,3.0,876103.0,100351.0,616648.3333333334,3.0,258583.0,1145.9466666666665,0.0,1.0,0.0,0.0,1.0,0.0
4557.44,1958.49,3325.4233333333336,3.0,646188.0,453229.0,535582.3333333334,3.0,64318.666666666664,865.3166666666666,0.0,0.0,1.0,1.0,0.0,0.0
2535.6,1139.83,1837.715,2.0,801988.0,373832.0,587910.0,2.0,214077.0,696.885,1.0,1.0,0.0,0.0,0.0,0.0
4696.28,1341.81,2487.3949999999995,4.0,935457.0,845144.0,889634.75,4.0,22577.25,837.6175,1.0,1.0,1.0,0.0,0.0,0.0
4141.01,1423.18,3439.0380000000005,5.0,978654.0,251873.0,617896.8,5.0,145355.2,542.566,0.0,1.0,1.0,1.0,0.0,1.0
4972.38,4252.51,4612.445,2.0,739711.0,435032.0,587371.5,2.0,152338.5,358.93499999999995,1.0,0.0,0.0,1.0,0.0,0.0
3438.04,2733.07,3085.5550000000003,2.0,946812.0,725940.0,836376.0,2.0,110435.0,351.4849999999999,0.0,0.0,1.0,0.0,1.0,0.0
3933.4,1114.43,2640.5933333333337,3.0,707105.0,121759.0,332931.6666666667,3.0,195114.33333333334,938.6566666666668,1.0,1.0,0.0,0.0,0.0,1.0
3993.06,1715.64,3187.645,6.0,936263.0,335660.0,565230.8333333334,6.0,100099.5,378.57,1.0,1.0,1.0,0.0,1.0,0.0
2681.03,1286.16,1983.5950000000003,2.0,831481.0,660693.0,746087.0,2.0,85393.0,696.4350000000001,0.0,1.0,1.0,0.0,0.0,0.0
4334.5,3974.3,4185.283333333333,3.0,830322.0,324924.0,495825.6666666667,3.0,168465.0,119.0666666666666,1.0,0.0,0.0,1.0,0.0,1.0
4187.6,1139.75,2683.536,5.0,829004.0,120367.0,349806.0,5.0,141726.4,608.57,1.0,1.0,1.0,0.0,0.0,0.0
4233.58,1595.34,2861.26,3.0,919857.0,777556.0,846301.0,3.0,47432.666666666664,878.4133333333333,1.0,1.0,0.0,0.0,1.0,0.0
4259.82,1650.55,2865.41,6.0,758449.0,139618.0,468891.8333333333,6.0,103137.5,433.8783333333333,1.0,0.0,1.0,0.0,1.0,1.0
4027.41,1131.08,3030.3325,4.0,974033.0,249420.0,717973.75,4.0,181152.25,723.0825,1.0,0.0,1.0,1.0,0.0,0.0
3012.4,1018.97,1994.8733333333337,6.0,787396.0,194858.0,595170.5,6.0,98755.33333333333,331.23833333333334,1.0,0.0,1.0,1.0,1.0,0.0
4769.75,2273.52,3446.3839999999996,5.0,722852.0,162025.0,399978.0,5.0,112164.4,498.246,0.0,0.0,0.0,1.0,1.0,1.0
4251.57,1379.72,2954.1039999999994,5.0,747567.0,410828.0,623459.0,5.0,67346.8,573.37,1.0,0.0,1.0,0.0,1.0,1.0
3240.91,2047.13,2644.02,2.0,805068.0,401052.0,603060.0,2.0,202007.0,595.8899999999999,0.0,0.0,1.0,0.0,0.0,1.0
4218.45,1007.92,2613.185,2.0,934271.0,577919.0,756095.0,2.0,178175.0,1604.2649999999999,0.0,0.0,0.0,1.0,0.0,1.0
4445.22,2536.99,3200.466,5.0,830658.0,443272.0,654588.2,5.0,77476.2,380.6460000000001,1.0,1.0,0.0,0.0,1.0,1.0
3134.48,3134.48,3134.48,1.0,358946.0,358946.0,358946.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4086.61,1038.0,2478.9225,4.0,815179.0,129268.0,549441.75,4.0,171476.75,761.1525,0.0,1.0,1.0,1.0,0.0,1.0
3640.9,1241.73,2007.1975000000002,4.0,913014.0,484102.0,651437.75,4.0,107227.0,598.7925,1.0,0.0,1.0,0.0,1.0,1.0
4487.22,2762.54,3624.88,2.0,806608.0,179437.0,493022.5,2.0,313584.5,861.3400000000001,0.0,0.0,0.0,1.0,1.0,0.0
4923.76,2802.83,4104.0175,4.0,437659.0,216165.0,350925.0,4.0,55372.5,529.2325000000001,1.0,1.0,0.0,1.0,0.0,0.0
4748.2,3839.36,4372.356666666667,6.0,516832.0,204038.0,409933.1666666667,6.0,52131.333333333336,150.47333333333327,1.0,1.0,0.0,1.0,0.0,1.0
4813.89,1962.44,3535.6525,4.0,576115.0,185048.0,350349.75,4.0,97765.75,711.8625000000001,1.0,0.0,0.0,1.0,1.0,0.0
4877.53,3022.38,3677.9816666666666,6.0,981678.0,149615.0,520249.1666666667,6.0,138676.16666666666,308.1916666666666,1.0,1.0,0.0,1.0,0.0,1.0
4171.13,1113.41,2810.963333333333,6.0,929734.0,153648.0,642270.5,6.0,129346.66666666667,508.62000000000006,1.0,1.0,1.0,1.0,1.0,0.0
4396.32,1947.04,3634.6220000000003,5.0,815869.0,235354.0,446213.0,5.0,116102.0,488.85599999999994,1.0,1.0,1.0,1.0,0.0,0.0
4520.44,2438.21,3596.435,4.0,914956.0,304064.0,597033.5,4.0,152722.0,519.5574999999999,0.0,0.0,1.0,0.0,1.0,0.0
4445.99,1695.11,3157.3975,4.0,811032.0,520393.0,625172.75,4.0,72658.75,686.72,0.0,0.0,1.0,0.0,1.0,1.0
3438.89,1656.4,2543.8025,4.0,912258.0,145392.0,588585.75,4.0,191715.5,444.62249999999995,1.0,0.0,1.0,0.0,0.0,1.0
2225.13,2225.13,2225.13,1.0,258346.0,258346.0,258346.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3240.6,1525.9,2383.25,2.0,376404.0,283919.0,330161.5,2.0,46241.5,856.3499999999999,1.0,0.0,0.0,0.0,0.0,1.0
3883.86,3789.5,3836.6800000000003,2.0,865533.0,278013.0,571773.0,2.0,293759.0,46.180000000000064,0.0,0.0,1.0,0.0,1.0,0.0
4820.27,1468.55,2748.7200000000003,4.0,859616.0,347693.0,605581.0,4.0,127979.75,836.9300000000001,0.0,0.0,1.0,0.0,0.0,1.0
2909.79,1540.75,2225.312,5.0,981831.0,156629.0,642202.4,5.0,165039.4,272.808,0.0,0.0,1.0,1.0,0.0,1.0
3315.44,3095.44,3205.44,2.0,863524.0,484715.0,674119.5,2.0,189403.5,109.0,0.0,1.0,1.0,0.0,0.0,0.0
4761.61,1558.21,3542.133333333333,3.0,893091.0,171415.0,533393.3333333334,3.0,240557.66666666666,1066.8,0.0,1.0,1.0,0.0,1.0,0.0
4979.17,2645.85,3926.793333333333,3.0,673141.0,214563.0,413874.0,3.0,152858.33333333334,776.7733333333334,0.0,0.0,1.0,1.0,0.0,1.0
4561.18,4561.18,4561.18,1.0,128080.0,128080.0,128080.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2795.51,1011.3,1813.244,5.0,639475.0,106449.0,275920.4,5.0,106604.2,355.84200000000004,1.0,0.0,0.0,1.0,1.0,0.0
4928.07,1603.85,3371.192,5.0,714560.0,200003.0,481261.2,5.0,102910.4,663.8439999999999,0.0,0.0,1.0,0.0,1.0,0.0
3920.88,3920.88,3920.88,1.0,800110.0,800110.0,800110.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4355.34,1702.75,3079.955,4.0,694737.0,397373.0,604584.75,4.0,74340.0,662.1475,1.0,1.0,0.0,0.0,1.0,0.0
3567.64,3060.66,3314.1499999999996,2.0,413990.0,158253.0,286121.5,2.0,127867.5,252.49,1.0,0.0,0.0,0.0,1.0,0.0
3894.79,1348.76,2711.8033333333333,6.0,616118.0,272864.0,445170.6666666667,6.0,57208.0,423.3383333333333,1.0,1.0,1.0,0.0,0.0,0.0
4144.03,3528.7,3836.365,2.0,694171.0,594344.0,644257.5,2.0,49912.5,306.66499999999996,0.0,0.0,1.0,0.0,1.0,0.0
2182.24,2182.24,2182.24,1.0,297925.0,297925.0,297925.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3706.48,2128.58,2866.476666666667,6.0,976631.0,293273.0,740973.1666666666,6.0,113892.0,261.98333333333335,1.0,0.0,1.0,0.0,1.0,1.0
4722.86,1341.27,3251.645,6.0,946233.0,249131.0,726966.8333333334,6.0,116182.66666666667,562.5983333333332,0.0,0.0,1.0,1.0,1.0,0.0
4999.88,2336.97,3781.8100000000004,5.0,940283.0,592410.0,750093.2,5.0,69573.6,531.5820000000001,1.0,0.0,1.0,0.0,0.0,1.0
3581.13,1071.74,2237.595,4.0,817752.0,315879.0,542140.0,4.0,125467.25,626.3475000000001,1.0,1.0,1.0,0.0,0.0,0.0
2771.72,2771.72,2771.72,1.0,810990.0,810990.0,810990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3806.12,1431.32,2851.04,4.0,771869.0,628403.0,711531.0,4.0,35865.5,592.7,1.0,1.0,1.0,0.0,1.0,0.0
3368.92,1588.95,2478.935,2.0,145280.0,119456.0,132368.0,2.0,12911.0,888.985,0.0,1.0,1.0,0.0,0.0,0.0
4839.51,4839.51,4839.51,1.0,312685.0,312685.0,312685.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4737.31,1755.46,2870.4466666666667,3.0,856983.0,118443.0,417372.6666666667,3.0,246179.0,992.9500000000002,0.0,0.0,1.0,0.0,1.0,1.0
3878.12,1366.13,2922.7433333333333,3.0,790519.0,430363.0,628632.3333333334,3.0,120051.0,836.3299999999999,0.0,0.0,0.0,1.0,0.0,1.0
3864.6,2495.98,3185.26,4.0,842461.0,499936.0,716396.25,4.0,85630.25,341.155,1.0,1.0,0.0,1.0,0.0,0.0
4003.8,2619.82,3366.245,4.0,915982.0,187540.0,444208.0,4.0,182109.5,344.995,1.0,1.0,0.0,1.0,1.0,0.0
4236.45,1886.96,2906.0200000000004,3.0,926345.0,417201.0,608313.6666666666,3.0,169713.66666666666,782.1633333333333,0.0,0.0,0.0,0.0,0.0,1.0
4230.25,1656.5,3296.853333333334,6.0,920153.0,333755.0,611993.8333333334,6.0,97732.0,427.9583333333333,1.0,1.0,1.0,0.0,0.0,1.0
4791.61,2531.19,3596.5466666666666,6.0,786925.0,439303.0,614794.3333333334,6.0,57936.0,375.7366666666666,1.0,0.0,1.0,1.0,0.0,1.0
3585.38,1695.84,2408.1975,4.0,998091.0,351851.0,715536.75,4.0,161559.0,471.38500000000005,0.0,0.0,1.0,1.0,1.0,0.0
2374.09,1671.57,1990.2466666666667,3.0,818414.0,178960.0,566884.0,3.0,213150.33333333334,233.1733333333334,0.0,1.0,0.0,1.0,0.0,1.0
4601.12,4601.12,4601.12,1.0,417896.0,417896.0,417896.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4572.65,3270.87,3926.0766666666664,3.0,841329.0,491392.0,676650.6666666666,3.0,116644.66666666667,432.92666666666656,0.0,0.0,1.0,0.0,1.0,0.0
4401.44,2789.33,3615.623333333333,3.0,659871.0,347214.0,527054.6666666666,3.0,104218.0,536.3699999999999,1.0,0.0,1.0,0.0,1.0,0.0
4932.15,2198.74,3406.656,5.0,884996.0,115140.0,329052.4,5.0,153970.2,545.682,0.0,0.0,1.0,1.0,1.0,0.0
4049.61,2408.6,3338.34,4.0,969734.0,357156.0,627021.75,4.0,153143.5,409.25250000000005,1.0,1.0,0.0,1.0,0.0,0.0
4154.69,1436.17,2550.204,5.0,529771.0,205254.0,344677.4,5.0,64902.4,542.704,1.0,1.0,1.0,0.0,1.0,0.0
4816.52,2457.74,3819.9449999999997,4.0,694090.0,389975.0,538339.0,4.0,76027.75,588.6950000000002,1.0,1.0,1.0,0.0,1.0,0.0
4762.24,2764.27,3763.255,2.0,172544.0,143045.0,157794.5,2.0,14748.5,997.9849999999999,0.0,1.0,0.0,1.0,0.0,0.0
4901.08,1416.4,2854.3483333333334,6.0,878109.0,108752.0,572039.8333333334,6.0,128225.16666666667,579.78,0.0,1.0,1.0,1.0,1.0,0.0
3775.87,3775.87,3775.87,1.0,878835.0,878835.0,878835.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4014.88,1642.95,2643.342,5.0,851900.0,282603.0,566784.2,5.0,113858.4,473.3860000000001,0.0,0.0,0.0,1.0,1.0,1.0
4435.39,1409.82,3249.1180000000004,5.0,862366.0,336567.0,537456.8,5.0,105158.8,604.1140000000001,1.0,1.0,0.0,1.0,0.0,0.0
4939.35,1136.96,2584.816,5.0,959215.0,168301.0,656256.2,5.0,158181.8,759.4780000000001,1.0,1.0,0.0,1.0,1.0,0.0
1299.42,1299.42,1299.42,1.0,127809.0,127809.0,127809.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3112.3,1537.37,2418.934,5.0,975515.0,179544.0,509584.8,5.0,159193.2,313.98600000000005,0.0,1.0,0.0,1.0,0.0,1.0
3744.28,1010.16,2159.0240000000003,5.0,947739.0,288657.0,609642.2,5.0,131815.4,545.8240000000001,1.0,0.0,1.0,0.0,1.0,1.0
4180.66,4180.66,4180.66,1.0,484940.0,484940.0,484940.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3445.37,2854.2,3094.35,3.0,835541.0,124502.0,373988.3333333333,3.0,237012.0,196.0566666666667,1.0,0.0,0.0,0.0,0.0,1.0
4831.05,2422.92,3851.578,5.0,867044.0,165903.0,482079.2,5.0,140227.2,480.62600000000003,1.0,1.0,1.0,1.0,0.0,0.0
4942.7,1090.94,3416.8775000000005,4.0,945839.0,229394.0,564678.5,4.0,179110.25,961.9399999999999,1.0,1.0,1.0,0.0,0.0,1.0
2230.9,1780.36,2005.63,2.0,388119.0,119221.0,253670.0,2.0,134448.0,224.2700000000001,0.0,1.0,0.0,0.0,0.0,1.0
4179.92,1403.49,2976.0060000000003,5.0,999405.0,199160.0,667000.8,5.0,160048.0,554.2860000000001,0.0,0.0,0.0,1.0,1.0,1.0
3776.06,1073.58,2389.7174999999997,4.0,919225.0,225275.0,634049.5,4.0,173486.5,674.62,0.0,0.0,1.0,1.0,1.0,0.0
